BodyFatPercentage,BMI,DifficultyLevel,ExerciseType,Weight,Height,TDEE
29.44334210113972,47.02398286396857,3,1,54.77793413851252,107.57326204139774,1074.2892757658049
5.048409783336663,26.411084327846016,3,2,63.36379083130026,159.76307463551413,1494.9335711159947
21.539583518201006,22.139032138770038,3,2,38.686135248293425,182.1470843473089,1385.890197250448
32.59311252038904,42.54491130631093,1,1,99.64228953372643,102.26709916633926,1493.5760855118428
12.513749300561228,40.21680852071239,2,3,45.015322267502725,151.28324346657928,1251.317953468906
28.55832505305603,37.220625582588205,2,1,90.36449683121313,184.00862308998654,1918.5901103112508
6.71396824438164,9.902841489706002,1,2,40.73003169178707,160.99869131528087,1285.614865640819
35.21226407860563,47.7345292840626,3,1,49.22331075453403,139.36660363567077,1218.0648228420005
19.600800913489067,44.3728818989901,2,3,67.77802645740857,142.15990746680652,1423.5178292673613
23.379406876480726,32.68451201666603,1,3,52.87367624296817,125.55849086328075,1170.2478551455006
36.50461614119554,41.52727073528526,1,1,74.00180103807244,161.61308533148113,1609.699637511213
48.65168835577187,27.7673442528504,1,1,57.443068585019304,185.10779134375326,1594.118967679706
42.672742702233236,46.592754942973386,1,1,55.44859004257575,186.37529749180467,1576.7248247812654
47.566872415410884,24.626051505149054,3,1,90.31042243908419,123.20280482350005,1538.1823599660295
33.56933884497083,48.72736705186272,3,1,44.543518150051284,118.20780047763611,1037.8358743021934
27.805976411432667,20.463412874732175,2,1,43.84934060806811,168.12293250313667,1351.270287859497
32.20191928154523,17.388506302830137,3,1,73.40408277892088,118.26071329904617,1339.8112000027195
49.046657865448076,20.099231972751554,3,1,45.66905917430665,191.60825347254485,1518.7544529628049
27.596342391950515,20.05016904676285,2,1,89.82838833987394,159.56878751408166,1769.4187075408072
32.743119556401936,8.358655222913551,2,1,36.2370836169662,171.0660093983754,1306.2540113295456
26.168324344934973,9.833467462407228,1,1,71.69077916712362,183.81872947502228,1760.4457939118493
13.748348124307485,47.915239685532406,2,1,77.6605323667217,120.56450175343006,1386.6471168342791
37.148597799415455,39.40217951457431,3,1,49.39815594447796,197.83884795219745,1588.7419849334008
25.48322929416288,24.19837019879516,1,1,89.14676170839499,130.61262007850542,1573.835716184287
29.44869285207747,45.325661815729276,1,1,69.90938738255899,156.0589457170715,1532.4856903231732
3.155773094550545,7.530929087373562,2,2,78.22432457055548,118.47303725420747,1413.719338969182
34.51808140508472,43.643402088144825,3,1,36.88969258343592,177.100887100206,1330.7673021736282
48.81615440278094,8.502459038720666,1,1,88.59140712637503,164.29223556717378,1819.8019978294435
12.74924552019348,29.0182891575377,3,3,75.87356698762866,100.91862665056502,1248.272753361092
17.49725897162741,28.5873666434295,2,1,70.92712781751341,139.943167702507,1445.4896816156865
16.488758201255095,11.5115088910389,2,2,96.78805571963275,176.31727152385375,1969.2789951640575
23.705111701491106,19.74391055330412,3,2,62.70646152329171,116.67558565610781,1218.6390418384253
12.632889012890164,40.416697864834525,1,3,36.21680353452648,149.83363783182344,1153.1037284831816
29.256325441248634,44.77935366051692,1,1,88.37212783667515,167.832926635581,1793.717688364868
5.14163266741682,16.304153064264664,2,2,95.81481394445275,138.87644231346786,1703.3304663017682
12.105483369576273,38.91116351080554,2,3,93.94155766598735,183.005772126777,1947.9290860422343
36.3866513245743,32.062310292289524,2,1,88.6586580904941,100.7300729125039,1375.4341587624374
47.19036786533604,47.159097678548285,2,1,92.34009820442859,186.66720670691348,1952.254511382289
7.986138360588646,38.14050065128538,3,2,38.244187448082926,135.04024097734438,1080.956959069485
18.61404650772571,16.090568873560215,3,2,73.02016894099012,172.11952145628578,1681.9850610408628
35.46275525957395,9.059435970126458,2,1,70.65974914227617,127.95398339061597,1389.5761100660366
42.957589212357526,23.126869700495448,2,1,32.33622738568367,122.9520674307917,947.5431235291182
48.00512802789574,30.286366237461902,2,1,38.78709191038951,135.02886299486383,1087.5655972949605
6.884802577390803,46.5150621985389,2,2,42.917062057634325,118.75145172026748,1025.0193896129415
44.219816200353876,38.94565722637692,2,1,75.91736044963037,102.31787661469734,1255.3086596408423
28.26424905973462,45.820305659928195,1,1,41.676041773395355,132.4982412126894,1098.8915687726599
41.72500798709124,35.77405936105207,2,1,97.30094778781644,175.77384992004457,1937.5321329572487
49.26568458996141,43.161358460047595,3,1,74.77840067749068,138.8151879420372,1473.395652938878
33.76984670272777,43.408889101852985,1,1,71.12272609587585,158.12753337686416,1558.1604107994958
26.625394348275503,46.43642086898239,3,1,31.89146385538578,164.0774058408141,1198.1545777798326
38.70156203736768,49.70270811087896,3,1,61.50373701200752,100.21530313783157,1095.5166698736246
8.194867586844857,24.695206853780704,2,2,32.97750188948909,132.15637305930773,1011.6349860516501
10.507337408229152,11.649625219186918,1,1,78.99902639455709,186.65860359123,1848.799161115968
13.229319163034841,23.142886310805288,1,1,66.8119325194684,184.492245278533,1688.9497420015823
20.99190030617251,34.059611190602,2,3,43.53375921751133,130.2180850351461,1104.7486246950152
21.375786971939508,45.567886453221185,1,3,78.88420827404082,166.40488700517375,1688.4749428219723
37.19544134151574,25.567024557040504,2,1,85.69460422233091,134.79346399153923,1564.4650498694762
47.97887341331966,15.811760761400361,2,1,37.678447664359574,145.42604161869758,1147.2486120960884
11.19870391895445,21.205446916241105,3,2,40.560484488252584,127.21385056573482,1058.8023071941275
47.522917756345784,17.456074770460535,3,1,52.20797377504964,143.50965499556133,1283.3221319847698
20.075286297926088,14.531221615513168,1,2,67.43660346813114,120.56481895445829,1296.5467573495114
44.425948185620655,14.262888811108025,3,1,43.57991230150036,188.28085085637446,1481.7306939556674
39.67975482617823,9.766708424939134,2,1,44.84325744631037,178.75491913188986,1443.0089029474361
40.38865088118348,5.83378541894966,2,1,75.10174902419732,169.2872936381007,1731.7075703021474
25.96881420121167,18.855224194556612,1,1,78.49649629683641,101.62169266267466,1284.2026405337754
23.646411208888928,43.22750166789423,2,3,35.39111458704611,150.00392737745727,1145.52938694804
39.484683032687826,6.470346506065951,1,1,79.8642195782155,114.02504082341184,1408.2128339361345
23.13805572036766,7.775811832521985,1,2,46.20126399276567,119.84173620708276,1084.7588036287787
35.09577649811757,20.93879360392847,2,1,60.13997337297464,161.1293777402189,1473.884761030734
9.101304064459313,44.21854840077852,2,2,32.62995029032118,123.46147032678405,950.9705339108874
9.971398255452103,44.19264663688479,3,2,84.34259753906579,157.183013676934,1685.8193806879108
12.524222177485925,8.333300539836962,2,2,87.66363656119682,133.74082981901842,1609.4135665254717
10.409407734300274,29.29816959711015,3,1,38.35935871101224,184.6206732900536,1395.5301024263774
10.160895391920842,46.34970582856782,3,1,49.209140743514276,170.46752169942667,1413.5462217299573
21.856853609050518,37.836974166406556,1,3,82.18733948038549,144.55757584798374,1585.8249040650308
13.815492042984234,37.79207308369278,2,1,30.436612905367845,119.96318266063687,907.356513461177
11.319515901478791,34.953682144653946,1,3,80.53364064761575,103.5437899213426,1310.4372918006977
17.12424249292428,30.746664770954762,2,1,75.25395753401918,165.80844536080025,1652.3698333413872
4.832122145659689,8.177685726216726,3,2,39.683392700336334,104.01956016412115,913.781839113469
21.471543237516656,48.99594070190936,3,3,88.29586346386031,119.67799059480166,1488.1351554450246
29.293928769516025,18.244693034968748,2,1,65.46478229577362,106.00894970882081,1179.8829759145287
47.95619733124661,41.19673716807964,3,1,92.52721169465565,182.6645595659058,1930.601003381488
33.708583277917285,37.12596376319004,1,1,58.11758087650581,186.2820202437063,1605.158730987847
42.77282679296459,11.046797621024652,3,1,78.86212813076725,108.96407302615066,1345.5762392938407
37.02140466958756,49.055192532290405,2,1,90.65985487285067,169.49731326439183,1826.3984659442447
10.160786342206993,6.621517049905401,3,1,86.24382682237587,169.0944470876294,1842.692515352988
17.01716805470854,21.595222919751176,2,1,35.47625637126151,175.35366582491338,1310.325240130918
5.277394784220718,41.92061560708629,1,2,98.9701830488414,183.00633177202232,1997.8933634911343
4.54466062617743,7.088073409505636,1,2,35.791282394199285,124.65617420320076,1007.9956570935948
22.535077093165594,21.98987847469539,2,2,68.43353721603995,123.82519538396365,1321.0878379234032
35.97846475187192,30.177178066491773,3,1,55.84558193751824,158.58889508765878,1409.4191807644415
29.640690646881524,49.44271320397225,2,1,96.77492155813978,161.4742571958652,1837.4985179381138
45.30195996204342,36.496202806234464,2,1,57.33341385073132,118.17444819064238,1168.112612735776
24.329535307898976,4.223046674856677,3,2,60.41242215919448,176.03097217409666,1638.2576498203748
6.833488358096049,40.83943717137157,2,2,31.663480298753516,103.1529845590186,814.0068294060098
32.58714002525629,24.667858392251883,3,1,96.85729346846807,166.87005165159036,1883.351028771465
10.054800887743514,45.15401654983802,2,1,95.59362520147708,104.83249377789049,1468.5372168277195
17.33761047972377,45.94461424372332,2,1,55.60410469358938,134.16176406899748,1249.96434603472
32.37640914249011,33.493081911035105,3,1,80.0956253384419,182.38237700142597,1805.3844657287686
4.513893042624112,16.17355044690865,2,2,84.10266313645391,160.98325393407498,1725.075799093923
11.964766800831793,28.098455732233013,2,3,34.36783927746296,111.2374707328733,893.4478180985211
32.23441967855704,31.556689980570756,1,1,88.02737875505443,134.77798106316655,1585.1682740033211
30.445634454136968,5.071616885935798,1,1,34.47470444068952,192.43561981840475,1441.0728640331406
13.77487058646921,37.90318689143444,3,1,53.96793949760756,189.6881058072803,1584.2328843160417
5.132869673655638,45.862290786276894,2,2,65.68882513417438,144.27639170095404,1415.503963231415
34.832535161763346,41.879973515848945,3,1,47.241104573587684,184.4998163076529,1482.472163360574
18.96445224374385,44.95862427686505,3,3,35.79440596747851,124.72396179109296,990.7788421713173
36.314451923139,16.17800373230247,2,1,43.11337205953676,153.37813440443063,1253.37183304821
5.744483589543741,30.684662718397785,1,2,41.354514775899446,110.14342746857747,956.8896744464148
10.882709343375488,37.25301492441535,1,1,98.00608529154478,164.4232136848201,1872.1248837193093
44.26900653748502,19.263381617624756,1,1,80.83668954026211,121.74979482681832,1436.3334395922786
37.97771989155892,30.11267895142488,2,1,65.29702491630373,190.35793362686803,1706.466551564231
43.05297347180799,27.44828296038666,2,1,65.35145499001169,169.9911542520524,1579.4502951895959
37.87984895040741,12.99281679295541,3,1,75.16261575558784,180.96693973355872,1767.5656040373171
47.16055735079847,3.281122496609565,3,1,90.05549291701274,133.9976591887941,1710.6327478778283
3.1848693969917834,19.23272493994726,2,2,57.94855458297744,160.52730444248886,1448.9035894553344
24.153317754937447,22.297239237834553,2,2,78.8054695506904,178.9776698564313,1777.7505815407737
39.371323547029746,17.25978479296117,2,1,43.6844736515345,122.8267825337328,1064.8746036888208
41.93037162457681,39.760657838118895,2,1,77.1203878387675,198.35855237325003,1873.7694747462845
16.48470578867513,19.367487580754315,1,2,56.898759236875385,147.63392522077388,1356.1571656429417
19.07656761414526,16.619130262361644,2,2,37.467803839833024,114.89713618502661,951.4196535001781
11.215533770944212,5.444032142436351,3,2,42.74031783065851,194.75759694100924,1545.6052939353672
47.026793442633455,34.55944552459833,3,1,63.72952130042911,191.3891298347914,1695.2416777497504
43.47769605307609,6.287144213677603,3,1,77.06160145534159,130.10270047105763,1486.9135707685023
38.22479752005534,21.07510392527849,2,1,48.28964641153373,158.47028915897084,1335.4392691753364
15.929887823288627,37.79725605014085,1,3,81.59653359462797,170.3376584681215,1742.8331718201466
39.11549807633062,49.926719312838,3,1,59.143332686803156,195.55602556635597,1671.3803606617403
34.39231428080731,29.681257904760542,3,1,98.26246114356175,132.1635016295186,1673.2311333687023
34.99874952419617,9.022696837189002,3,1,39.54572970794804,113.36243626841758,970.5344613706417
29.035177902463705,46.14473571238123,3,1,94.27314384887613,147.89018880425658,1727.1163814866397
41.96610230331597,31.524860626414725,2,1,85.6099932013602,171.4384837251701,1793.1092629232153
10.09760208847058,37.0238799402726,1,1,60.16927675654952,124.63467043825793,1237.4111164558692
48.55672121273084,11.484379491598316,2,1,39.56993214772803,177.7440255148923,1377.0136415723598
45.78636707373996,32.57175582602183,3,1,75.56482952273481,126.15676031121782,1403.8839577195984
25.112270103102162,26.545198606217216,3,1,66.07243312432442,184.75158661578456,1680.750303529474
48.620713068666625,29.354662849209923,2,1,89.14246727044787,148.74247327713442,1686.1215360055955
36.58874162912937,8.311104825376063,3,1,60.46741233895652,142.0784881794769,1377.1210583084414
46.64278513783727,43.460593689780175,1,1,54.93864095936647,178.81611660153732,1524.5218677818389
15.296312735030876,48.62614070982115,2,3,77.8752798967403,167.72645473425405,1685.9969975747124
3.4289681758787363,26.31530894105069,2,2,41.33446154105095,117.97812395829662,1006.8849817664628
30.959990439290483,38.415106551381776,1,1,66.65903391004144,133.25571789779954,1357.146218618833
12.72642840185882,4.824333392620485,2,2,35.3829293317159,186.48944149405003,1414.980388942572
37.21854693576776,32.52327063877056,2,1,99.9447607442385,190.1075289626575,2057.0931574882216
21.493972466715707,28.092820233749332,1,3,40.16623402709328,111.79813690589904,955.7288783573402
22.456129349598505,17.89789722278642,2,2,45.70461473263011,143.5823106743943,1216.657460899745
37.704178803380046,23.105625372326866,3,1,54.571942195336156,102.6874317527395,1045.60026904756
16.013504041865215,19.879330047204093,2,2,51.41378568105569,184.45425098050345,1532.878687562733
39.7564564705964,30.857452373490265,3,1,34.88487447483969,189.23707080910128,1388.7116281558822
27.57317290852842,30.60979045927346,1,1,52.162255382070384,191.98661541289022,1582.4444031650073
22.599391366792254,14.438660137186188,2,2,52.88248607354414,189.05756800958454,1583.5158287900952
8.66729488234941,38.25772979668287,3,2,46.76117272921113,128.44024499405734,1125.5962022904198
45.37130251206044,3.5417261272824203,2,1,31.624339599807165,187.69066758539012,1395.1735390998792
44.21599715630039,31.803013944905516,1,1,72.58063866327032,131.99441155942048,1410.812686111571
29.290849969083208,10.92749948274175,2,1,36.2663102225805,150.94810982277,1172.787732376143
5.264989884082841,10.060059480820044,3,2,67.44892195126951,144.5934103002053,1460.5128515915985
13.309282544169344,33.102414229017114,1,1,79.48094746429176,159.4882839644173,1654.375957790179
31.70073376796062,49.825644170671914,2,1,80.19700049528429,194.80359054505155,1879.944000748106
47.28095813849892,38.72170809435036,3,1,58.64773303096462,164.64639210096084,1473.8297049216394
15.43359074602492,19.500136649196165,3,2,53.3262784521165,196.42897685315202,1628.8494503872487
22.726315025344714,6.1671467748968425,1,2,73.20934523900769,134.44662207920572,1475.5847480640819
48.11040301781038,18.24977200997555,3,1,54.33620238211265,108.02187547291604,1079.219424638502
41.74830718935036,32.7130325209914,2,1,35.05731370898428,182.5037713800095,1347.7411200754364
11.191954356666635,32.125129747278436,1,3,71.49177177194744,139.6846828568899,1448.3088689826175
15.377992618769444,19.70579370175894,1,2,39.83356375204942,175.61683694206482,1357.7740117910662
43.79713760717528,42.828979471969994,2,1,30.796900960330838,122.0520539817785,923.7198000080915
22.202625757262098,24.34013607779093,2,2,79.88368577280906,115.15267314175954,1381.1386662466437
34.21349593269942,14.468577950179851,1,1,65.26787918867211,195.981971385666,1757.0353248236288
19.70257279390926,6.437971058493579,3,2,38.28529175824214,132.616836107027,1087.9963129054222
14.446271373183816,9.6645196951601,2,2,71.47880025733033,156.84658408016602,1583.7470710814312
15.61385274455607,47.63995860451484,2,3,52.926125332273955,199.2469585610835,1631.9332628461632
40.36102530251372,10.101535013501952,1,1,85.03030362867958,124.88705351636848,1515.8886072497141
42.869375185731215,5.931650668350226,3,1,77.7622852516553,159.20584520639244,1692.2308587258728
17.422933942234746,23.09280351780863,3,1,57.39137082798203,195.42747224378377,1661.5249419245454
20.86067521937724,10.114473240516066,2,2,43.51089596276455,115.97177676333891,1026.5623179321378
39.25092481424659,6.363290056697954,1,1,33.402334892291364,170.33826563032002,1278.4422995214627
5.726437266466181,37.02472198049425,1,2,54.009235861672565,145.02859230046644,1303.5730004141078
21.782067944627528,8.812594178939364,3,2,72.55985743932564,139.57664090805892,1486.2601088942538
26.81463684747589,5.978950857808059,3,1,88.39783582074475,144.93498804364202,1711.2500570162124
27.969171210785554,39.2632060658931,3,1,88.33580993010455,121.85337897841137,1504.080058874751
39.69161484717961,35.215500212972316,2,1,30.071772116128326,138.64254049970924,1021.1799930204573
49.958633028598776,38.1919415742193,3,1,52.70471257566321,186.3863180644912,1550.535357156992
18.583531395882524,28.644928073227522,2,3,91.24650081786362,186.46624693011876,1947.6782430619853
18.883444716968185,22.86509887285008,1,2,96.75401238347305,152.72134393173852,1793.5899461154895
41.484710497467795,5.615409581663766,3,1,31.20477686444543,128.26606746339039,987.4698002674992
24.234689038881008,9.134265397669122,3,2,72.63117149372005,125.11793286951765,1391.4613309581257
36.95299784218632,8.523715852877304,3,1,39.90016852334836,120.6865122617047,1022.1238146206534
38.547852505579904,24.3284201078692,1,1,65.60590669974158,187.79954738335346,1696.6873995302867
48.826447532382815,6.027350791446878,3,1,53.917916120167476,194.33938607548333,1661.7493583888986
23.353337428516774,3.1180769531016033,1,2,74.64504419109326,183.81124130145133,1891.9486945924486
39.75515477511413,45.29931302477772,2,1,99.19169874193616,137.7892797834191,1713.1572046102076
20.21526735157926,26.36266754698338,3,3,80.37357342214435,168.4535812711099,1723.689795587901
15.47080007634441,14.29731365908694,3,2,72.31311967431486,181.32426571422687,1736.9779902785249
25.023138707569554,46.32190215218587,3,1,97.38753479696588,164.85152346511939,1865.7502080118654
26.600982788452704,4.992949451540186,1,1,55.71116054141238,107.09822300490684,1116.308777122903
17.36378725652444,33.762201901640225,1,1,77.61648059921436,138.311673887834,1501.2116671008873
6.926523240921193,47.73780509600654,3,2,46.63807573119899,106.70900751939665,986.7870798593394
34.359113568820504,36.618708538945384,3,1,53.025696987556465,163.96889125897636,1412.9770417746593
12.485599594205272,39.17689180193135,3,3,62.776601478582734,180.95213858888678,1618.3820685879596
30.790600608414586,19.586211103723016,2,1,39.148645103518064,165.4308580653394,1286.451343535822
8.047091430787162,3.9177387066918543,1,2,62.710446146992396,164.77584111261262,1594.8712468841343
23.968842574101156,6.492010786714133,1,2,79.54462196426182,182.98937395172055,1863.8669006457421
14.67676409215931,38.195894774440525,2,3,60.03069531953593,199.6764675676946,1708.745613275022
11.075130535448812,7.835541117187919,1,2,46.44934670858699,149.20523993071475,1276.5093364383874
25.410924896362996,40.86629013549109,3,1,52.4426383757215,190.4702334089077,1573.0128577389132
15.564102190496499,24.328978022874715,3,2,75.75693175214133,131.48713153482305,1443.011622289885
34.98886478069562,40.392621039519305,3,1,39.772573015217866,145.94625191539416,1164.6800012906854
30.182484824737312,28.429190423216813,1,1,72.4071716148747,100.4707836488793,1210.5438506622381
26.80291704094691,45.151421195573626,1,1,37.46831860746896,135.63172071527546,1076.133181088777
30.466511149859404,22.96263760937955,2,1,89.46142247689946,173.02344188354817,1848.480459598927
4.868364577479749,12.107075591539353,1,2,99.2778103386295,147.75253425160815,1806.617049926085
43.49345463309175,15.837843025238234,2,1,60.21164628148754,176.33468750682863,1576.5543199765714
9.29054075821558,36.87492742129243,3,2,62.35885312372846,170.8114991734294,1550.7889933005727
43.132974524483664,3.576806066665018,3,1,95.48564965024273,178.34713792960758,2078.230010042082
30.87193271011508,31.607995430404557,1,1,43.693305533484846,184.375285717682,1447.7742955927858
20.855438859042533,3.927192873992059,1,2,99.00131357874734,126.70716899602401,1738.4057380015417
43.68968440860863,37.649322911885235,2,1,36.29417936289496,199.58532037019629,1466.7634285796587
14.110947813264087,30.341243696277527,2,3,31.54297283713285,122.20984611950664,933.4762741382242
10.204201956556883,14.687365937873114,2,1,67.28021698684444,170.30610968044647,1613.2200909195817
14.771222660306433,14.294023601501983,2,2,50.87536104764747,134.57293400155126,1215.8002035481677
8.07279273389642,42.29208980814048,2,2,89.64544004514403,138.53797359095805,1622.1052464079523
16.717265451296196,32.207275043349064,2,3,46.73900098107744,114.85949588502501,1040.8179724067768
19.634181900180103,22.29681565456348,1,2,97.82544964534702,187.176496193821,2025.4816484215173
42.9156941632547,48.84455821224622,1,1,58.854297538467804,139.14231765506892,1313.7710214359895
4.441404881624033,26.208173595093456,3,2,34.51617783742791,154.76704589732344,1169.2500911482716
10.951774084557854,17.820908925541232,3,1,74.31892237252595,178.9927806461992,1736.7760183940616
20.936056488149376,41.673505602159985,3,3,64.15920140544799,125.85087020403813,1284.618485824723
22.612770401161978,43.49840187377817,2,3,31.847303073821724,104.59734210636474,824.7591128804628
31.616370881049722,48.076989219549354,2,1,63.06119694892236,118.02473007649391,1223.42685335333
38.69567065440175,33.07237635153346,1,1,79.63471598701068,193.26745914727928,1869.7810195795728
39.250516291718824,4.722976681340201,3,1,76.78175320371929,126.20052571812722,1474.9591688349112
17.678171742612328,13.640227474904886,3,1,46.772218311723265,112.59528377366279,1034.3123141516726
42.9906605481222,27.244017001477317,3,1,85.10915269977892,157.36470199061364,1701.0076027537834
17.058262812249787,17.737491880379856,3,1,41.2514219925753,175.84196119681542,1375.1581133294444
13.373720131677647,41.13214122683396,1,1,75.9703260794377,167.4781005419004,1666.7523573032129
41.504869568486804,46.06943750540375,2,1,30.22871093420363,148.69938558051007,1084.9105994606934
35.58110850524966,47.57497058783899,3,1,72.47985536770516,121.82084412693256,1342.3652457406677
49.77346860611502,9.000297811862092,1,1,82.47664628273526,108.42391710527195,1385.535000891771
48.11770948840561,42.61625961927073,3,1,57.55614431069895,107.88566549582562,1104.7037490080672
39.53318150821529,19.95383600496137,3,1,32.752425547628775,187.27484116761696,1358.2385058805514
22.629895040254024,8.792771423582817,3,2,69.12252403832181,169.3681129249156,1644.1576732781712
28.45825767939605,43.583498514810366,3,1,41.69485355275544,174.1430194940314,1360.8956312094929
8.128743522050296,16.597558865320277,1,2,51.751964416059025,162.75434120315524,1401.6501314813115
24.59192837215648,36.7943601895586,3,3,94.18339913103536,124.72541660468326,1582.009932294787
36.946646709080724,5.186379004183902,2,1,52.66450450659336,103.18175454179017,1056.4559298128574
19.99902982886868,9.960978329343803,3,2,88.32036151711614,143.5650514730055,1672.9164850494549
30.967234598931142,46.5342557150804,3,1,70.20392622356847,122.47786345079305,1323.6851182984474
6.696310566934079,23.246732099269817,2,2,64.17368510043315,122.82183116211519,1270.6751416682976
